zm	PCA 1	PCA 2
other_signal	-2.596062896	-1.700443682
other_signal	-2.214442294	-2.805993974
other_signal	-2.506311928	-2.191235353
other_signal	-1.366196871	-2.324288864
other_signal	-2.154882015	-0.311348188
other_signal	-1.547736796	2.894380983
other_signal	-1.816360902	4.436680978
other_signal	-3.068425626	1.123799142
other_signal	-1.153644698	3.551866989
other_signal	-2.870329759	0.15384096
other_signal	-0.335844268	-0.253724143
other_signal	-3.112135552	-1.536649696
other_signal	-0.901015465	-2.515801589
other_signal	-1.752190851	-2.529669594
other_signal	-2.230731465	0.168056671
other_signal	-0.032834206	-1.224522608
other_signal	-1.335237625	1.048748048
other_signal	-2.397970593	-0.839166504
other_signal	-1.51950859	-1.925941728
other_signal	-2.048923105	-0.806073782
other_signal	-1.11685918	1.444126481
other_signal	-2.973009054	0.914636671
other_signal	-1.687743756	2.815399979
other_signal	-1.314472976	0.56666976
other_signal	-2.0295662	1.783069828
other_signal	-2.091702472	-0.575335738
other_signal	-2.815246309	0.293306119
other_signal	-2.907053953	0.538552943
other_signal	-2.907053953	0.538552943
other_signal	-2.335154819	1.181249231
other_signal	-2.86916603	-0.720582066
other_signal	-4.101795961	-0.169475508
other_signal	-3.097029533	-1.144118046
other_signal	-2.307029079	0.570814208
other_signal	-2.86916603	-0.720582066
other_signal	-2.073114354	1.22123988
other_signal	-2.632273556	-0.841640962
other_signal	-2.019625841	0.568968548
other_signal	-1.308751745	1.608191545
other_signal	-2.231937571	-0.013670247
other_signal	-0.931202815	-0.935615055
other_signal	-0.931202815	-0.935615055
other_signal	-1.912091545	-0.797141138
other_signal	-1.354543893	-0.957946681
other_signal	-1.689483111	2.679387037
other_signal	-0.140296657	-0.956006852
other_signal	-1.135329606	-0.085207738
other_signal	0.326777562	3.160530095
other_signal	-2.550658874	-0.054353468
other_signal	-0.126624249	-0.103682548
other_signal	-2.754033767	-1.852908666
other_signal	-2.149923894	-2.5117966
other_signal	-2.470685995	-0.973648542
other_signal	-1.036802051	-0.001588821
other_signal	-3.175820661	-1.139141742
other_signal	1.690909793	-2.382030348
other_signal	-1.504062287	-1.091957055
other_signal	-2.705896145	-2.9446664
other_signal	-1.640192774	1.944643276
other_signal	-2.374360136	0.902941574
other_signal	-3.495191199	0.226533204
other_signal	-2.390891948	0.356648164
other_signal	-2.489801221	0.9647077
other_signal	-1.262243893	3.108089726
other_signal	-0.669591308	2.0939672
other_signal	-2.246156206	1.749393443
other_signal	-0.393847887	-2.078276488
other_signal	-0.810547282	-0.492604058
other_signal	-0.498263048	1.13182872
other_signal	-1.354097773	-0.596757065
other_signal	-1.867954987	0.44068453
other_signal	-3.326664531	-0.788612128
other_signal	-2.673943446	-0.887209575
other_signal	-1.775611315	-1.978165977
other_signal	-2.457440623	-0.671591718
other_signal	-2.477899086	0.056189583
other_signal	-3.307525932	0.573769693
other_signal	-2.088766439	-0.761876787
other_signal	-1.167482883	-0.463330355
other_signal	-1.648055631	0.522296413
other_signal	-1.527635216	0.134291711
other_signal	-2.295443053	1.038531623
other_signal	-2.745215573	-2.460928725
other_signal	-3.106846417	-1.834919748
other_signal	-2.284611187	-1.129856252
other_signal	-0.829522164	0.960699508
other_signal	-0.307324465	-0.257855807
other_signal	-1.414544328	-1.450212715
other_signal	-1.662927774	-3.64790419
other_signal	-0.060928617	2.895837772
other_signal	-2.415254203	-1.432933919
other_signal	-1.130533857	1.32677062
other_signal	-2.518958737	-0.901270069
other_signal	-1.812825746	-0.214492391
other_signal	-2.571422818	0.084937926
other_signal	-1.993240888	-0.221016628
other_signal	-2.200917208	-1.098516073
other_signal	-1.70816231	3.143795902
other_signal	-1.809471365	2.744288914
other_signal	-1.28296737	0.298160462
other_signal	-1.298853043	0.546805683
other_signal	-1.97509484	0.146591329
other_signal	-2.020941386	0.000124695
other_signal	0.841953648	0.027678747
other_signal	3.78108599	2.776380924
other_signal	-3.072962741	0.678270243
other_signal	-2.542856664	1.138121428
other_signal	-1.58931413	1.481611722
other_signal	-1.544542698	0.519380737
other_signal	-3.189006856	1.947093309
other_signal	-1.008222544	-0.755289527
other_signal	-1.614788124	1.453488979
other_signal	-1.368863275	-0.784249447
other_signal	-0.891432137	0.366058583
other_signal	-1.054710197	-0.023521564
other_signal	-0.648560184	2.22704641
other_signal	-1.799703682	-1.968356762
other_signal	-1.426594929	2.336104373
other_signal	-1.560312532	2.455264574
other_signal	-1.700798353	1.720795589
other_signal	-1.602336203	2.167560179
other_signal	-1.106746627	3.664346663
other_signal	-1.901174286	1.613883902
other_signal	-1.62597115	-2.207760183
other_signal	-1.633750369	0.002505962
other_signal	-1.898159139	0.045033085
other_signal	-2.680708592	1.639494998
other_signal	-1.361009586	-0.597523289
other_signal	-1.527764434	0.175750735
other_signal	-2.054121753	-0.941577988
other_signal	-2.206263309	-2.708398927
other_signal	-2.467112415	1.133358629
other_signal	-2.399119226	1.198068076
other_signal	-1.070730558	-1.225454963
other_signal	-2.191918183	-0.755890535
other_signal	-0.949037937	1.474725355
other_signal	-0.949037937	1.474725355
other_signal	-2.666907409	-1.09863697
other_signal	-1.609046916	-2.950672975
other_signal	-1.694612067	1.230206131
other_signal	-1.969477539	-0.017808972
other_signal	-1.943282532	-2.025490794
other_signal	-3.284899723	-1.034924535
other_signal	-1.066131993	0.78381576
other_signal	-0.988591627	1.44327355
other_signal	-0.560159474	1.81420938
other_signal	-0.507797978	0.673278009
other_signal	0.43911386	3.99518224
other_signal	-1.160324419	1.553326654
other_signal	0.505626669	1.477025203
other_signal	0.111715869	1.564128394
other_signal	0.111715869	1.564128394
other_signal	-1.283279006	1.524711635
other_signal	-0.766445744	1.688944196
other_signal	0.111715869	1.564128394
other_signal	-0.246450292	2.573122968
other_signal	-2.169162018	2.340592439
other_signal	-1.503698394	-1.190342456
other_signal	-1.793492271	-1.918956997
other_signal	-1.542508438	0.342554946
other_signal	-2.894996272	-0.756390161
other_signal	-2.697885319	-1.400718009
other_signal	-2.894996272	-0.756390161
other_signal	-2.697885319	-1.400718009
other_signal	-2.57782284	-1.056973138
other_signal	-1.756836353	-0.051260759
other_signal	-1.645235436	-0.212149331
other_signal	-1.79154968	-1.079799785
other_signal	-1.185856711	-1.952080729
other_signal	-1.753822641	1.561966608
other_signal	-1.66882014	0.680049166
other_signal	-0.525125484	0.119091664
other_signal	-2.552710096	-3.096045005
other_signal	-1.764774671	-2.246396803
other_signal	-1.835853831	-2.403574652
other_signal	-1.339876678	1.269191615
other_signal	-1.172670448	0.0203479
other_signal	-2.227310137	-0.591154952
other_signal	-3.190703714	-0.655345369
other_signal	-1.651985093	1.291686352
other_signal	-1.73171486	1.123376016
other_signal	-3.090683856	-1.256768009
other_signal	-3.188254799	-1.273647659
other_signal	-3.355648134	-1.525865148
other_signal	-1.643502553	0.53699964
other_signal	-1.696977372	-0.489610291
other_signal	-1.463841254	0.722721937
other_signal	-2.848936302	-0.242316117
other_signal	-0.815732943	2.093666561
other_signal	-1.701616777	0.325057796
other_signal	-2.799090051	-0.719403187
other_signal	-2.535022442	-0.447054746
other_signal	-1.891882008	0.836161944
other_signal	-0.867221868	-0.223142993
other_signal	-0.585499883	2.019837442
other_signal	-3.396465201	-1.660391359
other_signal	-2.899526009	-0.184608973
other_signal	-3.365758843	0.318089688
other_signal	-1.870196656	0.994395915
other_signal	-2.187510355	0.863496283
other_signal	-2.16767785	-4.213351165
other_signal	-2.649557872	0.067366068
other_signal	-1.829733483	-1.219331136
other_signal	-1.31251674	-0.672907087
other_signal	-1.744479176	-0.207946783
other_signal	-2.260304729	-1.256438561
other_signal	-0.639018436	3.036058566
other_signal	-2.050953263	-0.880255222
other_signal	-2.40058875	-2.525655973
other_signal	-1.36204219	-2.036610496
other_signal	-1.30161431	-2.809859311
other_signal	-0.824475062	-5.099134699
other_signal	-1.914955995	1.417670912
other_signal	-0.578204714	-2.330086411
other_signal	-0.911576843	-0.412346954
other_signal	-1.584950907	-0.919301534
other_signal	-1.566626438	-1.042847127
other_signal	-1.335710379	-1.46270725
other_signal	-0.611342197	0.335495528
other_signal	-1.703442367	0.081139998
other_signal	-2.065208802	-0.788556388
other_signal	-2.240058751	2.873793708
other_signal	-1.356783193	2.314893478
other_signal	-2.560032209	1.67142364
other_signal	-1.901862951	-1.038043458
other_signal	-2.573231274	0.474921668
other_signal	-1.531300652	-1.225108267
other_signal	-1.734273271	0.927484145
other_signal	-2.048524577	-2.668732791
other_signal	-1.984382515	-1.188958208
other_signal	-2.295301319	1.030247506
other_signal	-1.100336327	2.313477974
other_signal	-0.56445243	1.756987008
other_signal	-0.405118502	1.617281313
other_signal	-2.581558026	-0.124224647
other_signal	-1.306570449	2.899802909
other_signal	-1.954384624	-1.230447356
other_signal	-0.869802151	1.346688844
other_signal	-1.56855141	1.043638572
other_signal	-2.87941389	-2.837139885
other_signal	-1.848371248	0.473396455
other_signal	-2.049404821	2.409856603
other_signal	-2.061176658	1.341386043
other_signal	-2.255830918	0.076093109
other_signal	-2.910418742	-0.726277184
other_signal	-2.54049097	0.273030416
other_signal	-0.908913427	-1.630368194
other_signal	-1.14142774	0.582301811
other_signal	-2.91859774	1.057051995
other_signal	-2.320998031	2.138975719
other_signal	-2.320998031	2.138975719
other_signal	-2.320998031	2.138975719
other_signal	-2.2310623	2.661104186
other_signal	-1.775568044	2.407209049
other_signal	-2.320998031	2.138975719
other_signal	-2.024793127	2.382669912
other_signal	-2.320998031	2.138975719
other_signal	-2.320998031	2.138975719
other_signal	-2.320998031	2.138975719
other_signal	-1.999083225	1.969274744
other_signal	-3.150859539	-0.513613273
other_signal	-0.411767293	-0.189373192
other_signal	-3.276940221	-0.233103586
other_signal	-3.276940221	-0.233103586
other_signal	-2.059482133	2.036825587
other_signal	-2.270994793	1.826604684
other_signal	-1.427503015	-0.15685567
other_signal	-0.66331863	0.415485481
other_signal	1.207220307	2.118022777
other_signal	-3.330287727	-1.748871612
other_signal	-3.632960005	0.470711906
other_signal	-3.151114173	0.766982106
other_signal	-1.804000845	-1.315011776
other_signal	-1.408501444	-0.423752703
other_signal	-1.756490837	-0.776189427
other_signal	-1.936824231	-0.818158122
other_signal	-1.804000845	-1.315011776
other_signal	-1.408501444	-0.423752703
other_signal	-1.943682282	-1.075299773
other_signal	-1.47597981	0.058346489
other_signal	-1.408501444	-0.423752703
other_signal	-2.108944828	-1.216200266
other_signal	-2.088948796	-0.538632554
other_signal	-1.238774668	-1.007051228
other_signal	-1.243238898	-0.282852211
other_signal	-2.115802879	-1.473341917
other_signal	-2.108944828	-1.216200266
other_signal	-2.194415418	-1.589696154
other_signal	-2.108944828	-1.216200266
other_signal	-2.115802879	-1.473341917
other_signal	-2.279381174	-1.351486526
other_signal	-1.936824231	-0.818158122
other_signal	-1.936824231	-0.818158122
other_signal	-1.936824231	-0.818158122
other_signal	-2.108944828	-1.216200266
other_signal	-0.414872078	0.735956912
other_signal	-2.108944828	-1.216200266
other_signal	-1.936824231	-0.818158122
other_signal	-1.501484202	-0.762859654
other_signal	-1.936824231	-0.818158122
other_signal	-2.261069392	-0.936674698
other_signal	-1.943682282	-1.075299773
other_signal	-1.501484202	-0.762859654
other_signal	-1.936824231	-0.818158122
other_signal	-1.243238898	-0.282852211
other_signal	-2.437785668	-1.235245367
other_signal	-1.243238898	-0.282852211
other_signal	-1.943682282	-1.075299773
other_signal	-1.47597981	0.058346489
other_signal	-1.936824231	-0.818158122
other_signal	-1.763348888	-1.033331078
other_signal	-1.408501444	-0.423752703
other_signal	-1.47597981	0.058346489
other_signal	-1.756490837	-0.776189427
other_signal	-1.936824231	-0.818158122
other_signal	-1.408501444	-0.423752703
other_signal	-2.437785668	-1.235245367
other_signal	-1.408501444	-0.423752703
other_signal	-1.408501444	-0.423752703
other_signal	-1.408501444	-0.423752703
other_signal	-2.437785668	-1.235245367
other_signal	-2.437785668	-1.235245367
other_signal	-1.953604276	-0.603622884
other_signal	-1.936824231	-0.818158122
other_signal	-2.108944828	-1.216200266
other_signal	-1.936824231	-0.818158122
other_signal	-1.377094732	-0.845497347
other_signal	-2.102086777	-0.959058614
other_signal	-2.215771336	-0.337389164
other_signal	-1.936824231	-0.818158122
other_signal	-1.936824231	-0.818158122
other_signal	-1.804000845	-1.315011776
other_signal	-1.661163449	0.761024175
other_signal	-1.967295863	1.288733762
other_signal	-1.936824231	-0.818158122
other_signal	-1.943682282	-1.075299773
other_signal	-1.936824231	-0.818158122
other_signal	-2.108944828	-1.216200266
other_signal	-1.936824231	-0.818158122
other_signal	-1.943682282	-1.075299773
other_signal	-1.087462463	-0.462659972
other_signal	-1.936824231	-0.818158122
other_signal	-1.936824231	-0.818158122
other_signal	-2.234910163	-0.46220496
other_signal	-1.936824231	-0.818158122
other_signal	-1.943682282	-1.075299773
other_signal	-1.943682282	-1.075299773
other_signal	-1.47597981	0.058346489
other_signal	-1.943682282	-1.075299773
other_signal	-2.076505668	-0.578446119
other_signal	-2.221231234	-0.203821093
other_signal	-1.943682282	-1.075299773
other_signal	-2.046716979	-1.252091578
other_signal	-2.102086777	-0.959058614
other_signal	-2.908957328	-2.192724279
other_signal	-1.78148368	-0.205580741
other_signal	-2.437785668	-1.235245367
other_signal	-1.408501444	-0.423752703
other_signal	-1.408501444	-0.423752703
other_signal	-1.570280296	-1.540850133
other_signal	-2.289152551	-1.071638279
other_signal	0.660530452	-2.788735973
other_signal	-2.862970959	-1.169715722
other_signal	-2.226645827	2.621879349
other_signal	-1.177585577	-2.534085258
other_signal	-1.347965017	-1.074432335
other_signal	-1.91070917	-2.253468765
other_signal	-1.753056054	-2.041749895
other_signal	-2.210173161	-1.804966009
other_signal	-2.525546518	-2.628237842
other_signal	-1.954457273	-0.479723558
other_signal	-2.780549807	-0.675991373
other_signal	-2.020508687	-2.211747684
other_signal	-2.359782967	-0.212469761
other_signal	-0.799358014	0.296624989
other_signal	-2.105006201	3.102938843
other_signal	-0.945860732	3.01476773
other_signal	-1.472438654	3.742682636
other_signal	-1.362415081	-1.341734382
other_signal	-1.234941379	2.204818753
other_signal	-2.170815159	0.14950235
other_signal	-2.159583602	3.213927603
other_signal	0.228238491	0.548607762
other_signal	0.228238491	0.548607762
other_signal	-1.502972064	1.044669574
other_signal	0.13831951	2.486790575
other_signal	-1.060499155	0.882121996
other_signal	-2.168246673	-2.51365509
other_signal	-1.339167806	-1.181153565
other_signal	-1.373927746	-2.581575173
other_signal	-2.412483293	-3.261233685
other_signal	-3.557578265	-2.369578999
other_signal	-1.403416018	0.646258489
other_signal	-1.098736647	-0.707938874
other_signal	-1.045716859	-1.079836929
other_signal	-1.239107354	-0.102771279
other_signal	-3.428852189	-0.828894156
other_signal	-3.182651145	-2.456039377
other_signal	-3.046671435	-2.827982893
other_signal	-3.139343171	-1.60132484
other_signal	-3.094489451	-2.415256252
other_signal	-3.326621275	-0.999135471
other_signal	-2.478665174	0.731838372
other_signal	-2.376497245	-0.08864298
other_signal	-3.041311142	0.025586955
other_signal	-2.532154609	-2.485752599
other_signal	-1.822016872	3.179568142
other_signal	-0.706169144	1.099035835
other_signal	-1.857301033	1.030729415
other_signal	-2.671772033	-0.712041033
other_signal	-2.449079061	-0.656435967
other_signal	-1.821089651	-2.198219039
other_signal	-2.048077747	1.694551785
other_signal	-2.46346428	-0.33567864
other_signal	-2.776080097	0.566516129
other_signal	-2.429313761	-0.057016489
other_signal	-3.076934369	0.066993574
other_signal	-2.804024125	1.528334815
other_signal	-2.452290543	0.112404158
other_signal	-1.908515333	-0.915070328
other_signal	-1.908515333	-0.915070328
other_signal	-1.908515333	-0.915070328
other_signal	-1.908515333	-0.915070328
other_signal	-2.030320219	-0.248995917
other_signal	-2.019632481	0.04915962
other_signal	-1.471066293	0.055824348
other_signal	-1.680496669	0.148796375
other_signal	-1.276886036	0.963102699
other_signal	-1.981265868	-0.706450017
other_signal	-1.690471891	-0.129482126
other_signal	-2.455410313	1.727220673
other_signal	-1.161244379	1.596153947
other_signal	-2.011520303	-0.071103814
other_signal	-0.049383677	2.349972038
other_signal	-0.014481074	2.100610387
other_signal	-2.384593195	-1.664969064
other_signal	-1.191458759	-1.240242131
other_signal	0.410537993	2.355256348
other_signal	-2.011527372	-1.223005576
other_signal	-0.93806959	1.066557947
other_signal	-1.737197777	2.163622427
other_signal	0.64543554	0.244850907
other_signal	-2.232111749	2.233971684
other_signal	-1.894065049	2.548573765
other_signal	-2.672415696	-1.127975971
other_signal	-2.447808261	0.929115182
other_signal	-2.85844334	1.831039212
other_signal	-1.262144267	-1.847857267
other_signal	-3.188784059	-1.532244743
other_signal	-2.952198552	-0.856590287
other_signal	-0.972930994	0.808953602
other_signal	-1.493588825	-1.534189546
other_signal	-0.908956672	2.707247013
other_signal	-1.901851247	-2.680116938
other_signal	-2.363388967	-0.289018047
other_signal	-2.866623587	-1.596545586
other_signal	0.107804213	3.391805021
other_signal	-1.728781708	-2.033444579
other_signal	-1.935604785	-2.656192407
other_signal	-2.652632456	1.936538238
other_signal	-2.591163494	-0.204693759
other_signal	-2.191972769	3.268656975
other_signal	-1.91218318	-1.176733193
other_signal	-2.914893292	-0.283702161
other_signal	-2.595932239	1.397273964
other_signal	-2.296995956	-0.305084468
other_signal	-2.350552912	-0.916516673
other_signal	-2.361803143	-1.273123213
other_signal	-2.822519528	1.926018171
other_signal	-2.362452255	-0.909311324
other_signal	-2.808954649	1.374794691
other_signal	-3.762762928	-2.480301565
other_signal	-2.989194982	-2.526456955
other_signal	-1.265539032	2.383062373
other_signal	-1.567169013	-1.247867037
other_signal	-1.180167871	1.163343449
other_signal	-0.971462156	0.481113963
other_signal	-1.728822067	-2.395977105
other_signal	-2.516685426	-1.539588208
other_signal	-2.960737567	-1.494844248
other_signal	-1.722488115	2.785666993
other_signal	-0.984531855	-2.74049499
other_signal	-1.748121728	-1.629965955
other_signal	-0.78540161	2.027483065
other_signal	-0.718985354	2.269702315
other_signal	-2.928428544	-0.750690159
other_signal	-1.989512647	-1.328184501
other_signal	-0.535428825	2.14668745
other_signal	-1.019302124	1.953323215
other_signal	-0.263992434	2.144944326
other_signal	-1.430889033	1.782071398
other_signal	-0.276409074	1.294993134
other_signal	-1.393190347	1.670408162
other_signal	-2.131924949	-0.664791916
other_signal	-2.131924949	-0.664791916
other_signal	-1.085012484	0.177527632
other_signal	-0.036892871	-0.126690971
other_signal	-0.468323012	0.065693863
other_signal	-3.881771524	1.828509584
other_signal	-1.590824732	-0.038486589
other_signal	-2.368534718	-2.770007262
other_signal	-2.87013417	-2.924548632
other_signal	-3.283025906	-0.914826198
other_signal	-1.833110313	1.57229262
other_signal	-1.723180479	1.655889958
other_signal	-2.166616114	1.685667591
other_signal	-1.597360773	1.416677488
other_signal	-1.747030833	-0.651072808
other_signal	-3.567086205	-0.95854134
other_signal	-2.41344544	-2.215955526
other_signal	-2.959219892	0.226371763
other_signal	-2.160724628	0.582954079
other_signal	-0.699510719	1.582466204
other_signal	-1.296073135	-0.955871438
other_signal	-1.326373472	-1.043610221
other_signal	-1.34825653	2.362740648
other_signal	-1.661179111	-0.237064365
other_signal	-2.218371616	-1.115063187
other_signal	-2.503247623	-2.26302068
other_signal	-1.925777441	-3.199062353
other_signal	-2.153564911	1.657596178
other_signal	-2.238756455	-1.764204581
other_signal	-1.251460568	1.64591904
other_signal	-1.776729754	-1.995182575
other_signal	-1.162567445	-1.6626498
other_signal	-0.967240752	-2.279357915
other_signal	-1.417942281	1.397974597
other_signal	-2.438073785	-1.977403698
other_signal	-1.805652869	0.098773844
other_signal	-1.887820524	-0.449257898
other_signal	-2.176587485	3.219707022
other_signal	-2.235804412	1.551671049
other_signal	-0.664456343	0.413980109
other_signal	-1.238384323	1.483723033
other_signal	-1.35188207	0.409635266
other_signal	-1.284332638	0.042160316
other_signal	-1.401930135	0.259205694
other_signal	-4.021365469	0.667803169
other_signal	-1.081018158	-2.916722935
other_signal	-3.016758042	-0.368161796
other_signal	-1.351341806	0.816795846
other_signal	-2.188307409	-0.601280831
other_signal	-0.874658867	-1.193648121
other_signal	-0.967387021	-0.320300932
other_signal	-0.874658867	-1.193648121
other_signal	-0.838308396	-0.692294899
other_signal	-0.763265222	-0.088963652
other_signal	-0.933961992	0.522001711
other_signal	-0.874207316	-0.192394687
other_signal	-0.761635874	1.148261238
other_signal	-1.138476703	0.730533391
other_signal	-0.710609326	0.404750046
other_signal	-0.201239149	0.63375587
other_signal	-0.856729531	-0.236693439
other_signal	-0.874658867	-1.193648121
other_signal	-1.733248968	-2.851932047
other_signal	-1.294152068	0.056758468
other_signal	-1.261564556	1.551192382
other_signal	-4.021365469	0.667803169
other_signal	-3.866024917	1.280380551
other_signal	-3.607251831	0.159083824
other_signal	-1.629061309	-0.218794797
other_signal	-2.283715279	-2.613917886
other_signal	-2.748550513	-1.818718821
other_signal	-0.138455632	1.71521218
other_signal	-0.488348293	1.696049781
other_signal	-0.2839286	0.094877735
other_signal	-2.483963937	-1.154381462
other_signal	-0.070139097	3.89764057
other_signal	0.096334273	4.103812636
other_signal	-2.153877568	0.144047648
other_signal	-1.866027394	-0.083785913
other_signal	-1.98893574	2.638040688
other_signal	-1.575517216	1.077404153
other_signal	-2.30551741	2.337166272
other_signal	-1.700231299	-2.22590276
other_signal	-1.136667736	-1.865312627
other_signal	-0.070329108	2.447177382
other_signal	-0.665038278	2.019028937
other_signal	-0.72615339	1.629654135
other_signal	-0.107442304	0.231362559
other_signal	0.205277017	0.16107855
other_signal	-0.034293284	0.222240188
other_signal	0.292300075	2.881432571
other_signal	-0.897296182	-4.216043917
other_signal	-0.67529416	1.453485808
other_signal	-0.792403388	-0.643759864
other_signal	-2.285912069	-1.48931721
other_signal	-2.548424247	-1.539643931
other_signal	-1.378055589	-3.203962135
other_signal	-2.946019196	-1.175210184
other_signal	-2.73821182	-2.562410707
other_signal	-1.912702663	2.342848675
other_signal	-2.154807635	1.892841697
other_signal	-2.526489052	-2.741718257
other_signal	-3.071327284	-3.231882725
other_signal	-0.540543003	1.590402828
other_signal	-2.581777753	-0.395444912
other_signal	-1.748334706	-0.734032089
other_signal	-1.765180744	-0.95305582
other_signal	-2.13399897	-0.906308299
other_signal	-1.424356752	0.52944185
other_signal	-1.363491747	-0.397650942
other_signal	-1.922580808	-2.300451666
other_signal	-1.641244344	-1.744576538
other_signal	-1.639571413	-2.068101248
other_signal	-1.031310061	-0.998880444
other_signal	-1.398531128	-2.309042917
other_signal	-1.320617006	-2.597820111
other_signal	-0.700300927	-2.269282852
other_signal	-0.900399493	-3.624967714
other_signal	-1.040747739	-2.636624779
other_signal	-2.220661638	-0.996489368
other_signal	-1.113772752	0.086617864
other_signal	-2.751930517	-1.8681936
other_signal	-2.829519762	-2.314122392
other_signal	-2.435543183	-2.857284829
other_signal	-2.851109004	-2.313217835
other_signal	-2.568931908	-0.020537918
other_signal	-2.949950216	1.238152618
other_signal	-2.000142736	-0.6045254
other_signal	0.453660972	0.568254943
other_signal	-0.632373111	0.802511405
other_signal	-2.029404748	1.926018626
other_signal	-1.351009919	1.441583777
other_signal	-2.442680344	1.505152258
other_signal	-0.674317165	0.316129875
other_signal	-1.995779701	1.530010697
other_signal	-1.51056185	2.328327336
other_signal	-0.704170993	1.609354309
other_signal	-0.733278343	1.568056758
other_signal	-1.414122641	0.874913104
other_signal	0.42616424	0.242967667
other_signal	-2.180240632	1.187148237
other_signal	-0.704170993	1.609354309
other_signal	-0.587624631	1.005431198
other_signal	-2.014807146	0.760794903
other_signal	-2.770398001	1.502612025
other_signal	-1.575817646	-3.392436595
other_signal	-0.979388888	2.562061434
other_signal	-2.89710518	-0.547153663
other_signal	-2.253647364	-0.969168113
other_signal	-1.504459967	-0.421204579
other_signal	-1.533633776	-0.061448335
other_signal	-1.502352172	-1.775411728
other_signal	-2.042434615	-2.849738695
other_signal	-1.597197974	-1.779485296
other_signal	-0.70012097	-1.285844193
other_signal	-2.189603814	0.540057829
other_signal	-1.90573635	-0.031327256
other_signal	-2.758989897	-0.277841861
other_signal	-0.62791967	-0.456649499
other_signal	-1.422424915	1.18067942
other_signal	-2.140177369	1.264893834
other_signal	-1.576086551	2.36363799
other_signal	-1.811213592	0.042836259
other_signal	-1.811213592	0.042836259
other_signal	-2.659062607	0.754092218
other_signal	-1.90649806	-0.460110677
other_signal	-2.470161332	2.090012289
other_signal	-2.497635867	2.282847835
other_signal	-1.078077543	0.00225954
other_signal	-2.751070463	-0.856784723
other_signal	-1.302885619	-0.338471665
other_signal	-2.882936845	-0.775586902
other_signal	-2.343331853	0.333896488
other_signal	-1.911964161	-2.836740963
other_signal	-1.07353093	0.83252364
other_signal	-1.620391118	0.241592034
other_signal	-1.960675879	1.898885998
other_signal	-2.325604575	0.934840564
other_signal	-1.582580788	0.919583251
other_signal	-2.48004516	1.226600762
other_signal	-2.022340771	0.026014416
other_signal	-2.51256582	0.343948605
other_signal	-2.188539382	1.475350018
other_signal	-1.620391118	0.241592034
other_signal	-2.641333696	-0.112065341
other_signal	-2.544770711	0.591575826
other_signal	-1.248443801	0.697299859
other_signal	-3.179619668	-0.382759848
other_signal	-1.867134699	-2.248017577
other_signal	-0.896813627	0.846545515
other_signal	-1.810644548	2.658236228
other_signal	-1.185403092	2.166401243
other_signal	-2.236408776	0.521129706
other_signal	-2.69980071	-0.013515055
other_signal	0.063729251	1.917496762
other_signal	-1.180939259	1.510820282
other_signal	-1.411595603	4.435754701
other_signal	-2.940400868	0.531065298
other_signal	-2.791109	1.945772031
other_signal	-1.64078409	3.313701942
other_signal	0.770642517	1.952593904
other_signal	-2.180341046	-0.934813694
other_signal	-2.931908174	-1.026708024
other_signal	0.770642517	1.952593904
other_signal	-2.960351134	-1.065218277
other_signal	-0.868955602	1.654601749
other_signal	-1.970335772	2.751376861
other_signal	-1.514933047	2.481804094
other_signal	-1.120514618	-1.734003342
other_signal	-0.729346256	2.751205762
other_signal	-1.269980062	1.987282668
other_signal	-1.683674145	0.63413585
other_signal	-1.55733992	2.053164601
other_signal	-0.669186219	3.188291701
other_signal	-0.729346256	2.751205762
other_signal	0.148894028	1.562322282
other_signal	-2.195729641	0.986928875
other_signal	-1.131718858	1.837600005
other_signal	-1.883441212	1.663515811
other_signal	-0.946036427	1.946331829
other_signal	-1.131718858	1.837600005
other_signal	0.708003514	1.974448981
other_signal	-1.101490874	2.547015075
other_signal	-0.513785152	3.287209081
other_signal	-1.101490874	2.547015075
other_signal	-0.892198752	3.128974887
other_signal	-2.029472685	1.314199983
other_signal	-1.144553428	2.469985777
other_signal	-1.811670622	1.731820228
other_signal	-1.432313249	1.31405377
other_signal	-1.10759496	2.736102172
other_signal	-1.083755214	1.828914752
other_signal	-1.075486886	1.435850678
other_signal	-1.759705794	1.959712253
other_signal	-1.342633547	2.838130979
other_signal	-1.274640357	2.902840427
other_signal	-1.889156254	1.449231102
other_signal	-1.145702229	2.01637937
other_signal	-1.002268398	2.348081156
other_signal	-2.236408776	0.521129706
other_signal	-0.96043465	2.502309895
other_signal	-1.889156254	1.449231102
other_signal	-1.137038573	2.77667547
other_signal	-1.144169926	3.014077657
other_signal	-0.638558121	0.871900691
other_signal	-0.946036427	1.946331829
other_signal	-0.952186041	0.943165803
other_signal	-1.455143105	-0.057128191
other_signal	-1.718628914	0.481280171
other_signal	-1.797687252	1.553040863
other_signal	-0.586394088	2.136681591
other_signal	-2.012891672	1.15303466
other_signal	-2.553611682	-0.48944472
other_signal	-0.113984583	-2.822027939
other_signal	-2.043954296	-4.223864612
other_signal	-1.425308316	-3.773724498
other_signal	-2.503088644	3.092056183
other_signal	-2.845836929	0.048712233
other_signal	-3.220968786	-1.268737941
other_signal	-3.220968786	-1.268737941
other_signal	-1.299906065	-0.543360264
other_signal	-1.248235535	-1.013017939
other_signal	-1.34048706	-0.735830584
